int_rate,dti,fico_range_low,revol_util,annual_inc_log,loan_amnt_log,installment,open_acc,pub_rec,delinq_2yrs,credit_history_years,income_to_loan_ratio,installment_to_income,total_interest_burden,sub_grade_freq,emp_stable,revol_bal_log,annual_inc
7.91,18.92,720.0,53.0,11.304498097491699,10.239995502805316,876.26,12.0,0.0,0.0,22.080766598220396,2.8994642857142856,0.12952047792079818,2214.8,0.051561446865872836,0.0,10.414393173102289,81185.0
17.57,22.28,705.0,62.0,10.371770953036444,8.764209507142004,230.0,8.0,0.0,0.0,10.080766598220396,4.99125,0.08640120210368145,1124.48,0.023590204448438554,0.0,9.032528630660057,31944.0
17.27,26.35,665.0,62.1,10.596659732783579,9.77571099759397,629.86,17.0,0.0,1.0,8.41889117043121,2.272727272727273,0.188958,3039.52,0.02460121321051449,0.0,9.048762176320128,40000.0
8.49,13.63,675.0,20.1,10.12667110305036,8.517393171418904,157.82,17.0,1.0,0.0,28.418891170431213,5.0,0.07575359999999999,424.5,0.054145135924511346,0.0,8.890135107818843,25000.0
9.76,34.88,690.0,42.8,12.04355959836804,8.987321812850125,257.24,40.0,0.0,0.0,22.913073237508556,21.25,0.018158117647058825,780.8,0.06290721186250281,1.0,10.406321326372566,170000.0
7.26,8.39,785.0,24.7,11.373674891823535,10.463131911491967,1084.87,22.0,0.0,0.0,24.418891170431213,2.4857142857142858,0.14963724137931034,2541.0,0.03707032127611773,0.0,10.610463671032514,87000.0
7.89,12.93,730.0,22.4,11.289794413577894,8.987321812850125,250.29,11.0,0.0,0.0,20.501026694045173,10.0,0.0375435,631.2,0.051561446865872836,1.0,8.557951183888406,80000.0
15.77,18.3,675.0,48.7,10.859018228147887,9.61587214452889,525.66,21.0,0.0,1.0,12.082135523613964,3.466666666666667,0.12130615384615384,2365.5,0.03538530667265783,0.0,9.128370809108931,52000.0
6.49,7.79,805.0,9.6,11.608244735642321,10.275085591132715,888.69,10.0,0.0,0.0,8.668035592060233,3.793103448275862,0.096948,1882.1,0.03257694900022467,0.0,8.579792333172758,110000.0
10.64,10.23,680.0,57.4,10.915106645867503,8.987321812850125,260.55,7.0,0.0,1.0,28.752908966461327,6.875,0.05684727272727273,851.2,0.06638957537631993,1.0,8.8698199525084,55000.0
11.99,30.82,675.0,67.8,11.19822841866684,8.987321812850125,265.68,18.0,0.0,0.0,12.082135523613964,9.125,0.04367342465753425,959.2,0.06762525275219052,1.0,10.42848231821631,73000.0
13.99,20.86,680.0,49.4,11.418625774449596,9.575052927597383,334.99,21.0,0.0,0.0,12.999315537303216,6.319444444444445,0.044174505494505495,2014.56,0.05571781622107391,0.0,9.65975856761281,91000.0
11.99,16.58,665.0,45.0,9.99884318585288,7.989899374942939,97.97,8.0,1.0,0.0,13.998631074606434,7.4576271186440675,0.05343818181818182,353.705,0.06762525275219052,0.0,8.363109176033522,22000.0
17.57,13.34,665.0,53.2,11.849404844423074,10.463131911491967,1257.8,6.0,1.0,0.0,32.82956878850103,4.0,0.10781142857142857,6149.5,0.023590204448438554,0.0,9.754987544217684,140000.0
